Fas	Fas	NN	B-NP	B-protein	Mention 3	
of	of	IN	B-PP	O	
the	the	DT	B-NP	O	
p21-activated	p21-activated	JJ	I-NP	B-protein	
protein	protein	NN	I-NP	I-protein	
kinase	kinase	NN	I-NP	I-protein	
1	1	CD	I-NP	I-protein	
and	and	CC	O	O	
facilitates	facilitate	VBZ	B-VP	O	
actin	actin	NN	B-NP	B-protein	
polymerization	polymerization	NN	I-NP	O	
.	.	.	O	O	
Hence	Hence	RB	B-ADVP	O	
,	,	,	O	O	
phosphorylation	phosphorylation	NN	B-NP	O	
of	of	IN	B-PP	O	
linker	linker	NN	B-NP	B-protein	
proteins	protein	NNS	I-NP	I-protein	
not	not	RB	B-CONJP	O	
only	only	RB	I-CONJP	O	
bridges	bridge	VBZ	B-VP	O	
the	the	DT	B-NP	O	
TCR-associated	TCR-associated	JJ	I-NP	B-protein	
PTK	PTK	NN	I-NP	I-protein	
,	,	,	O	O	
ZAP-70	ZAP-70	NN	B-NP	B-protein	
,	,	,	O	O	
with	with	IN	B-PP	O	
downstream	downstream	JJ	B-NP	B-protein	
effector	effector	NN	I-NP	I-protein	
proteins	protein	NNS	I-NP	I-protein	
,	,	,	O	O	
but	but	CC	B-CONJP	O	
also	also	RB	I-CONJP	O	
provides	provide	VBZ	B-VP	O	
a	a	DT	B-NP	O	
scaffold	scaffold	NN	I-NP	O	
to	to	TO	B-VP	O	
integrate	integrate	VB	I-VP	O	
distinct	distinct	JJ	B-NP	O	
signaling	signaling	NN	I-NP	B-protein	
complexes	complex	NNS	I-NP	I-protein	
to	to	TO	B-VP	O	
regulate	regulate	VB	I-VP	O	
T	T	NN	B-NP	B-cell_type	
cell	cell	NN	I-NP	I-cell_type	
function	function	NN	I-NP	O	
.	.	.	O	O	
Olfactory	Olfactory	JJ	B-NP	B-cell_type	
sensory	sensory	JJ	I-NP	I-cell_type	
neurons	neuron	NNS	I-NP	I-cell_type	
expressing	express	VBG	B-VP	O	
a	a	DT	B-NP	O	
given	give	VBN	I-NP	O	
odorant	odorant	NN	I-NP	O	
receptor	receptor	NN	I-NP	O	
project	project	NN	I-NP	O	
to	to	TO	B-PP	O	
two	two	CD	B-NP	O	
topographically	topographically	RB	I-NP	O	Mention 246	
fixed	fix	VBN	I-NP	O	
glomeruli	glomerulus	NNS	I-NP	O	
in	in	IN	B-PP	O	
the	the	DT	B-NP	O	
olfactory	olfactory	JJ	I-NP	O	
bulb	bulb	NN	I-NP	O	
.	.	.	O	O	
We	We	PRP	B-NP	O	
have	have	VBP	B-VP	O	
examined	examine	VBN	I-VP	O	
the	the	DT	B-NP	O	
contribution	contribution	NN	I-NP	O	
of	of	IN	B-PP	O	
different	different	JJ	B-NP	O	
cell	cell	NN	I-NP	O	
types	type	NNS	I-NP	O	
in	in	IN	B-PP	O	
the	the	DT	B-NP	O	
olfactory	olfactory	JJ	I-NP	O	
bulb	bulb	NN	I-NP	O	
to	to	TO	B-PP	O	
the	the	DT	B-NP	O	
establishment	establishment	NN	I-NP	O	
of	of	IN	B-PP	O	
this	this	DT	B-NP	O	Mention 247	
topographic	topographic	JJ	I-NP	O	
map	map	NN	I-NP	O	
.	.	.	O	O	
Mice	Mouse	NNS	B-NP	O	
with	with	IN	B-PP	O	
a	a	DT	B-NP	O	
homozygous	homozygous	JJ	I-NP	O	
deficiency	deficiency	NN	I-NP	O	
in	in	IN	B-PP	O	
Tbr-1	Tbr-1	NN	B-NP	B-protein	
lack	lack	VBP	B-VP	O	
most	most	JJS	B-NP	O	
projection	projection	NN	I-NP	O	
neurons	neuron	NNS	I-NP	O	
,	,	,	O	O	
whereas	whereas	IN	O	O	
mice	mouse	NNS	B-NP	O	
with	with	IN	B-PP	O	
a	a	DT	B-NP	O	
homozygous	homozygous	JJ	I-NP	O	
deficiency	deficiency	NN	I-NP	O	
in	in	IN	B-PP	O	
Dlx-1	Dlx-1	NN	B-NP	B-protein	
and	and	CC	I-NP	O	
Dlx-2	Dlx-2	NN	I-NP	B-protein	
lack	lack	VBP	B-VP	O	
most	most	RBS	B-NP	O	
GABAergic	GABAergic	JJ	I-NP	B-protein	
interneurons	interneuron	NNS	I-NP	I-protein	
.	.	.	O	O	
Mice	Mouse	NNS	B-NP	O	
bearing	bear	VBG	B-VP	O	
a	a	DT	B-NP	O	
P2-IRES-tau-lacZ	P2-IRES-tau-lacZ	NN	I-NP	B-DNA	
allele	allele	NN	I-NP	I-DNA	
and	and	CC	O	O	
deficient	deficient	JJ	B-ADJP	O	
in	in	IN	B-PP	O	
either	either	CC	O	O	
Tbr-1	Tbr-1	NN	B-NP	B-protein	
or	or	CC	I-NP	O	
Dlx-1/Dlx-2	Dlx-1/Dlx-2	NN	I-NP	O	
reveal	reveal	VBP	B-VP	O	
the	the	DT	B-NP	O	
convergence	convergence	NN	I-NP	O	
of	of	IN	B-PP	O	
axons	axon	NNS	B-NP	O	
to	to	TO	B-PP	O	
one	one	CD	B-NP	O	
medial	medial	JJ	I-NP	O	
and	and	CC	O	O	
one	one	CD	B-NP	O	
lateral	lateral	JJ	I-NP	O	
site	site	NN	I-NP	O	
at	at	IN	B-PP	O	
positions	position	NNS	B-NP	O	
analogous	analogous	JJ	B-ADJP	O	
to	to	TO	B-PP	O	
those	those	DT	B-NP	O	
observed	observe	VBN	B-VP	O	
in	in	IN	B-PP	O	
wild-type	wild-type	JJ	B-NP	O	
mice	mouse	NNS	I-NP	O	
.	.	.	O	O	
These	These	DT	B-NP	O	
observations	observation	NNS	I-NP	O	
suggest	suggest	VBP	B-VP	O	
that	that	IN	B-SBAR	O	
the	the	DT	B-NP	O	
establishment	establishment	NN	I-NP	O	
of	of	IN	B-PP	O	
a	a	DT	B-NP	O	
topographic	topographic	JJ	I-NP	O	
map	map	NN	I-NP	O	
is	be	VBZ	B-VP	O	
not	not	RB	O	O	
dependent	dependent	JJ	B-ADJP	O	
upon	upon	IN	B-PP	O	
cues	cue	NNS	B-NP	O	
provided	provide	VBN	B-VP	O	
by	by	IN	B-PP	O	
,	,	,	O	O	
or	or	CC	O	O	
synapse	synapse	NN	B-NP	O	
formation	formation	NN	I-NP	O	
with	with	IN	B-PP	O	
,	,	,	O	O	
the	the	DT	B-NP	O	
major	major	JJ	I-NP	O	
neuronal	neuronal	JJ	I-NP	O	
cell	cell	NN	I-NP	O	
types	type	NNS	I-NP	O	
in	in	IN	B-PP	O	
the	the	DT	B-NP	O	
olfactory	olfactory	JJ	I-NP	O	
bulb	bulb	NN	I-NP	O	
.	.	.	O	O	
Cocaine	Cocaine	NN	B-NP	O	
regulates	regulate	VBZ	B-VP	O	
the	the	DT	B-NP	O	
transcription	transcription	NN	I-NP	B-protein	
factor	factor	NN	I-NP	I-protein	
CREB	CREB	NN	I-NP	B-protein	Mention 248	
(	(	(	O	O	
adenosine	adenosine	NN	B-NP	O	Mention 249	
3	3	CD	I-NP	O	
'	'	SYM	B-NP	O	
,	,	,	O	O	
5'-monophosphate	5'-monophosphate	NN	B-NP	B-DNA	
response	response	NN	I-NP	I-DNA	
element	element	NN	I-NP	I-DNA	
binding	binding	NN	I-NP	O	
protein	protein	NN	I-NP	O	
)	)	)	O	O	
in	in	IN	B-PP	O	
rat	rat	NN	B-NP	O	Mention 250	
nucleus	nucleus	NN	I-NP	O	
accumbens	accumben	VBZ	B-VP	O	
,	,	,	O	O	
a	a	DT	B-NP	O	Mention 251	
brain	brain	NN	I-NP	B-DNA	
region	region	NN	I-NP	I-DNA	
that	that	WDT	B-NP	O	
is	be	VBZ	B-VP	O	
important	important	JJ	B-ADJP	O	
for	for	IN	B-PP	O	
addiction	addiction	NN	B-NP	O	
.	.	.	O	O	
Overexpression	Overexpression	NN	B-NP	O	
of	of	IN	B-PP	O	
CREB	CREB	NN	B-NP	B-protein	
in	in	IN	B-PP	O	
this	this	DT	B-NP	O	Mention 252	
region	region	NN	I-NP	O	
decreases	decrease	VBZ	B-VP	O	
the	the	DT	B-NP	O	
rewarding	rewarding	JJ	I-NP	O	
effects	effect	NNS	I-NP	O	
of	of	IN	B-PP	O	
cocaine	cocaine	NN	B-NP	O	
and	and	CC	O	O	
makes	make	VBZ	B-VP	O	
low	low	JJ	B-NP	O	
doses	dose	NNS	I-NP	O	
of	of	IN	B-PP	O	
the	the	DT	B-NP	O	
drug	drug	NN	I-NP	O	
aversive	aversive	JJ	B-ADJP	O	
.	.	.	O	O	
Conversely	Conversely	RB	B-ADVP	O	
,	,	,	O	O	
overexpression	overexpression	NN	B-NP	O	
of	of	IN	B-PP	O	
a	a	DT	B-NP	O	
dominant-negative	dominant-negative	JJ	I-NP	B-protein	
mutant	mutant	JJ	I-NP	I-protein	
CREB	CREB	NN	I-NP	I-protein	
increases	increase	VBZ	B-VP	O	
the	the	DT	B-NP	O	
rewarding	rewarding	JJ	I-NP	O	
effects	effect	NNS	I-NP	O	
of	of	IN	B-PP	O	
cocaine	cocaine	NN	B-NP	O	
.	.	.	O	O	
Altered	Altered	JJ	B-NP	O	
transcription	transcription	NN	I-NP	O	
of	of	IN	B-PP	O	
dynorphin	dynorphin	NN	B-NP	O	
likely	likely	RB	B-ADVP	O	
contributes	contribute	VBZ	B-VP	O	
to	to	TO	B-PP	O	
these	these	DT	B-NP	O	
effects	effect	NNS	I-NP	O	
:	:	:	O	O	
Its	Its	PRP$	B-NP	O	
expression	expression	NN	I-NP	O	
is	be	VBZ	B-VP	O	
increased	increase	VBN	I-VP	O	
by	by	IN	B-PP	O	
overexpression	overexpression	NN	B-NP	O	
of	of	IN	B-PP	O	
CREB	CREB	NN	B-NP	B-protein	
and	and	CC	O	O	
decreased	decrease	VBN	B-VP	O	
by	by	IN	B-PP	O	
overexpression	overexpression	NN	B-NP	O	
of	of	IN	B-PP	O	
mutant	mutant	JJ	B-NP	B-protein	
CREB	CREB	NN	I-NP	I-protein	
.	.	.	O	O	
Moreover	Moreover	RB	B-ADVP	O	
,	,	,	O	O	
blockade	blockade	NN	B-NP	O	Mention 253	
of	of	IN	B-PP	O	
kappa	kappa	NN	B-NP	B-protein	
opioid	opioid	JJ	I-NP	I-protein	
receptors	receptor	NNS	I-NP	I-protein	
(	(	(	O	O	
on	on	IN	B-PP	O	
which	which	WDT	B-NP	O	Mention 254	
dynorphin	dynorphin	NN	B-NP	O	
acts	act	VBZ	B-VP	O	
)	)	)	O	O	
antagonizes	antagonize	VBZ	B-VP	O	
the	the	DT	B-NP	O	
negative	negative	JJ	I-NP	O	
effect	effect	NN	I-NP	O	
of	of	IN	B-PP	O	
CREB	CREB	NN	B-NP	B-protein	
on	on	IN	B-PP	O	
cocaine	cocaine	NN	B-NP	O	
reward	reward	NN	I-NP	O	
.	.	.	O	O	
These	These	DT	B-NP	O	
results	result	NNS	I-NP	O	
identify	identify	VBP	B-VP	O	
an	an	DT	B-NP	O	
intracellular	intracellular	JJ	I-NP	O	
cascade-culminating	cascade-culminating	NN	I-NP	O	
in	in	IN	B-PP	O	
gene	gene	NN	B-NP	O	
expression-through	expression-through	NN	I-NP	O	
which	which	WDT	B-NP	O	
exposure	exposure	NN	I-NP	O	
to	to	TO	B-PP	O	
cocaine	cocaine	NN	B-NP	O	
modifies	modify	VBZ	B-VP	O	
subsequent	subsequent	JJ	B-NP	O	
responsiveness	responsiveness	NN	I-NP	O	
to	to	TO	B-PP	O	
the	the	DT	B-NP	O	
drug	drug	NN	I-NP	O	
.	.	.	O	O	
Mesodermal	Mesodermal	JJ	B-NP	B-cell_type	
progenitors	progenitor	NNS	I-NP	I-cell_type	
arise	arise	VBP	B-VP	O	
in	in	IN	B-PP	O	
the	the	DT	B-NP	O	
Drosophila	Drosophila	NNP	I-NP	O	
embryo	embryo	NN	I-NP	O	
from	from	IN	B-PP	O	
discrete	discrete	JJ	B-NP	O	
clusters	cluster	NNS	I-NP	O	
of	of	IN	B-PP	O	
lethal	lethal	NN	B-NP	O	
of	of	IN	B-PP	O	
scute	scute	NN	B-NP	B-cell_line	
(	(	(	O	I-cell_line	
l'sc	l'sc	NN	B-NP	I-cell_line	
)	)	)	O	I-cell_line	
-expressing	-expressing	JJ	B-NP	I-cell_line	
cells	cell	NNS	I-NP	I-cell_line	
.	.	.	O	O	
Using	Use	VBG	B-VP	O	
both	both	CC	O	O	
genetic	genetic	JJ	B-NP	O	
loss-of-function	loss-of-function	NN	I-NP	O	
and	and	CC	O	O	
targeted	target	VBN	B-VP	O	
ectopic	ectopic	JJ	B-NP	O	
expression	expression	NN	I-NP	O	
approaches	approach	NNS	I-NP	O	
,	,	,	O	O	
we	we	PRP	B-NP	O	
demonstrate	demonstrate	VBP	B-VP	O	
here	here	RB	B-ADVP	O	
that	that	IN	B-SBAR	O	
individual	individual	JJ	B-NP	O	
progenitors	progenitor	NNS	I-NP	O	
are	be	VBP	B-VP	O	
specified	specify	VBN	I-VP	O	
by	by	IN	B-PP	O	
the	the	DT	B-NP	O	
sequential	sequential	JJ	I-NP	O	
deployment	deployment	NN	I-NP	O	
of	of	IN	B-PP	O	
unique	unique	JJ	B-NP	O	
combinations	combination	NNS	I-NP	O	
of	of	IN	B-PP	O	
intercellular	intercellular	JJ	B-NP	O	
signals	signal	NNS	I-NP	O	
.	.	.	O	O	
Initially	Initially	RB	B-ADVP	O	
,	,	,	O	O	
the	the	DT	B-NP	O	
intersection	intersection	NN	I-NP	O	
between	between	IN	B-PP	O	
the	the	DT	B-NP	O	
Wingless	Wingless	NNP	I-NP	O	Mention 255	
(	(	(	O	O	
Wg	Wg	NN	B-NP	O	Mention 256	
)	)	)	O	O	
and	and	CC	O	O	
Decapentaplegic	Decapentaplegic	JJ	B-NP	O	Mention 257	
(	(	(	O	O	
Dpp	Dpp	NN	B-NP	B-protein	Mention 258	
)	)	)	O	O	
expression	expression	NN	B-NP	O	
domains	domain	NNS	I-NP	O	
demarcate	demarcate	VBP	B-VP	O	
an	an	DT	B-NP	O	
ectodermal	ectodermal	JJ	I-NP	O	
prepattern	prepattern	NN	I-NP	O	
that	that	WDT	B-NP	O	
is	be	VBZ	B-VP	O	
imprinted	imprint	VBN	I-VP	O	
on	on	IN	B-PP	O	
the	the	DT	B-NP	O	
adjacent	adjacent	JJ	I-NP	O	
mesoderm	mesoderm	NN	I-NP	O	
in	in	IN	B-PP	O	
the	the	DT	B-NP	O	
form	form	NN	I-NP	O	
of	of	IN	B-PP	O	
a	a	DT	B-NP	O	
L'sc	L'sc	NN	I-NP	B-DNA	
precluster	precluster	NN	I-NP	I-DNA	
.	.	.	O	O	
All	All	DT	B-NP	O	
mesodermal	mesodermal	JJ	I-NP	B-cell_type	
cells	cell	NNS	I-NP	I-cell_type	
within	within	IN	B-PP	O	
this	this	DT	B-NP	O	
precluster	precluster	NN	I-NP	O	
are	be	VBP	B-VP	O	
competent	competent	JJ	B-ADJP	O	
to	to	TO	B-VP	O	
respond	respond	VB	I-VP	O	
to	to	TO	B-PP	O	
a	a	DT	B-NP	O	
subsequent	subsequent	JJ	I-NP	O	
instructive	instructive	JJ	I-NP	O	
signal	signal	NN	I-NP	O	
mediated	mediate	VBN	B-VP	O	
by	by	IN	B-PP	O	
two	two	CD	B-NP	O	
receptor	receptor	NN	I-NP	B-protein	Mention 259	
tyrosine	tyrosine	NN	I-NP	I-protein	
kinases	kinase	NNS	I-NP	I-protein	
(	(	(	O	O	
RTKs	RTK	NNS	B-NP	B-protein	Mention 260	
)	)	)	O	O	
,	,	,	O	O	
the	the	DT	B-NP	O	
Drosophila	Drosophila	NNP	I-NP	B-protein	Mention 261	
epidermal	epidermal	JJ	I-NP	I-protein	
growth	growth	NN	I-NP	I-protein	
factor	factor	NN	I-NP	I-protein	
receptor	receptor	NN	I-NP	I-protein	
(	(	(	O	O	
DER	DER	NN	B-NP	O	Mention 262	
)	)	)	O	O	
and	and	CC	O	O	
the	the	DT	B-NP	O	
Heartless	Heartless	NNP	I-NP	B-protein	Mention 263	
(	(	(	O	I-protein	
Htl	Htl	NN	B-NP	I-protein	Mention 264	
)	)	)	O	I-protein	
fibroblast	fibroblast	NN	B-NP	I-protein	
growth	growth	NN	I-NP	I-protein	
factor	factor	NN	I-NP	I-protein	
receptor	receptor	NN	I-NP	I-protein	
.	.	.	O	O	
By	By	IN	B-PP	O	
monitoring	monitor	VBG	B-VP	O	
the	the	DT	B-NP	O	
expression	expression	NN	I-NP	O	
of	of	IN	B-PP	O	
the	the	DT	B-NP	O	
diphosphorylated	diphosphorylate	VBN	I-NP	O	
form	form	NN	I-NP	O	
of	of	IN	B-PP	O	
mitogen-associated	mitogen-associated	JJ	B-NP	B-protein	Mention 265	
protein	protein	NN	I-NP	I-protein	
kinase	kinase	NN	I-NP	I-protein	
(	(	(	O	O	
MAPK	MAPK	NN	B-NP	B-protein	Mention 266	
)	)	)	O	O	
,	,	,	O	O	
we	we	PRP	B-NP	O	
found	find	VBD	B-VP	O	
that	that	IN	B-SBAR	O	
these	these	DT	B-NP	O	Mention 267	
RTKs	RTK	NNS	I-NP	B-protein	
are	be	VBP	B-VP	O	
activated	activate	VBN	I-VP	O	
in	in	IN	B-PP	O	
small	small	JJ	B-NP	O	
clusters	cluster	NNS	I-NP	O	
of	of	IN	B-PP	O	
cells	cell	NNS	B-NP	O	
within	within	IN	B-PP	O	
the	the	DT	B-NP	O	
original	original	JJ	I-NP	B-protein	
competence	competence	NN	I-NP	I-protein	
domain	domain	NN	I-NP	I-protein	
.	.	.	O	O	
Each	Each	DT	B-NP	O	
cluster	cluster	NN	I-NP	O	
represents	represent	VBZ	B-VP	O	
an	an	DT	B-NP	O	
equivalence	equivalence	NN	I-NP	O	
group	group	NN	I-NP	O	
because	because	IN	B-SBAR	O	
all	all	DT	B-NP	O	
members	member	NNS	I-NP	O	
initially	initially	RB	B-ADVP	O	
resemble	resemble	VBP	B-VP	O	
progenitors	progenitor	NNS	B-NP	O	
in	in	IN	B-PP	O	
theirr	theirr	NN	B-NP	O	
expression	expression	NN	I-NP	O	
of	of	IN	B-PP	O	
both	both	CC	O	O	
L'sc	L'sc	NN	B-NP	B-DNA	
and	and	CC	O	I-DNA	
mesodermal	mesodermal	JJ	B-NP	I-DNA	
identity	identity	NN	I-NP	I-DNA	
genes	gene	NNS	I-NP	I-DNA	
.	.	.	O	O	
Thus	Thus	RB	B-ADVP	O	
,	,	,	O	O	
localized	localized	JJ	B-NP	O	
RTK	RTK	NN	I-NP	O	
activity	activity	NN	I-NP	O	
induces	induce	VBZ	B-VP	O	
the	the	DT	B-NP	O	
formation	formation	NN	I-NP	O	
of	of	IN	B-PP	O	
mesodermal	mesodermal	JJ	B-NP	O	
equivalence	equivalence	NN	I-NP	O	
groups	group	NNS	I-NP	O	
.	.	.	O	O	
The	The	DT	B-NP	O	
RTKs	RTK	NNS	I-NP	B-protein	
remain	remain	VBP	B-VP	O	
active	active	JJ	B-ADJP	O	
in	in	IN	B-PP	O	
the	the	DT	B-NP	O	
single	single	JJ	I-NP	O	
progenitor	progenitor	NN	I-NP	O	
that	that	WDT	B-NP	O	
emerges	emerge	VBZ	B-VP	O	
from	from	IN	B-PP	O	
each	each	DT	B-NP	O	
cluster	cluster	NN	I-NP	O	
under	under	IN	B-PP	O	
the	the	DT	B-NP	O	
subsequent	subsequent	JJ	I-NP	O	
inhibitory	inhibitory	JJ	I-NP	O	
influence	influence	NN	I-NP	O	
of	of	IN	B-PP	O	
the	the	DT	B-NP	O	
neurogenic	neurogenic	JJ	I-NP	B-DNA	
genes	gene	NNS	I-NP	I-DNA	
.	.	.	O	O	
Moreover	Moreover	RB	B-ADVP	O	
,	,	,	O	O	
DER	DER	NN	B-NP	O	
and	and	CC	I-NP	O	
Htl	Htl	NN	I-NP	B-protein	
are	be	VBP	B-VP	O	
differentially	differentially	RB	I-VP	O	
involved	involve	VBN	I-VP	O	
in	in	IN	B-PP	O	
the	the	DT	B-NP	O	
specification	specification	NN	I-NP	O	
of	of	IN	B-PP	O	
particular	particular	JJ	B-NP	B-cell_type	
progenitors	progenitor	NNS	I-NP	I-cell_type	
.	.	.	O	O	
We	We	PRP	B-NP	O	
conclude	conclude	VBP	B-VP	O	
that	that	IN	B-SBAR	O	
distinct	distinct	JJ	B-NP	O	
cellular	cellular	JJ	I-NP	O	
identity	identity	NN	I-NP	O	
codes	code	NNS	I-NP	O	
are	be	VBP	B-VP	O	
generated	generate	VBN	I-VP	O	
by	by	IN	B-PP	O	
the	the	DT	B-NP	O	
combinatorial	combinatorial	JJ	I-NP	O	
activities	activity	NNS	I-NP	O	
of	of	IN	B-PP	O	
Wg	Wg	NN	B-NP	B-DNA	
,	,	,	O	O	
Dpp	Dpp	NN	B-NP	B-protein	
,	,	,	O	O	
EGF	EGF	NN	B-NP	B-protein	
,	,	,	O	O	
and	and	CC	O	O	
FGF	FGF	NN	B-NP	B-protein	
signals	signal	NNS	I-NP	O	
in	in	IN	B-PP	O	
the	the	DT	B-NP	O	
progressive	progressive	JJ	I-NP	O	
determination	determination	NN	I-NP	O	
of	of	IN	B-PP	O	
embryonic	embryonic	JJ	B-NP	B-cell_type	
mesodermal	mesodermal	JJ	I-NP	I-cell_type	
cells	cell	NNS	I-NP	I-cell_type	
.	.	.	O	O	
The	The	DT	B-NP	O	
effects	effect	NNS	I-NP	O	
of	of	IN	B-PP	O	
pituitary-derived	pituitary-derived	JJ	B-NP	O	
melanocortin	melanocortin	NN	I-NP	O	
peptides	peptide	NNS	I-NP	O	
are	be	VBP	B-VP	O	
primarily	primarily	RB	I-VP	O	
attributed	attribute	VBN	I-VP	O	
to	to	TO	B-PP	O	
ACTH-mediated	ACTH-mediated	JJ	B-NP	O	
adrenocortical	adrenocortical	JJ	I-NP	O	
glucocorticoid	glucocorticoid	NN	I-NP	O	
production	production	NN	I-NP	O	
.	.	.	O	O	
Identification	Identification	NN	B-NP	O	
of	of	IN	B-PP	O	
a	a	DT	B-NP	O	
widely	widely	RB	I-NP	O	
distributed	distribute	VBN	I-NP	O	
receptor	receptor	NN	I-NP	O	
for	for	IN	B-PP	O	
ACTH/MSH	ACTH/MSH	NN	B-NP	O	Mention 268	
peptides	peptide	NNS	I-NP	O	
,	,	,	O	O	
the	the	DT	B-NP	O	
melanocortin-5	melanocortin-5	NN	I-NP	B-protein	Mention 269	
receptor	receptor	NN	I-NP	I-protein	
(	(	(	O	O	
MC5-R	MC5-R	NN	B-NP	B-protein	Mention 270	
)	)	)	O	O	
,	,	,	O	O	
suggested	suggest	VBD	B-VP	O	
non-steroidally	non-steroidally	RB	B-NP	O	
mediated	mediate	VBN	I-NP	O	
systemic	systemic	JJ	I-NP	O	
effects	effect	NNS	I-NP	O	
of	of	IN	B-PP	O	
these	these	DT	B-NP	O	Mention 271	
peptides	peptide	NNS	I-NP	O	
.	.	.	O	O	
Targeted	Target	VBN	B-NP	O	
disruption	disruption	NN	I-NP	O	
of	of	IN	B-PP	O	
the	the	DT	B-NP	O	
MC5-R	MC5-R	NN	I-NP	B-protein	
produced	produce	VBD	B-VP	O	
mice	mouse	NNS	B-NP	O	
with	with	IN	B-PP	O	
a	a	DT	B-NP	O	
severe	severe	JJ	I-NP	O	
defect	defect	NN	I-NP	O	
in	in	IN	B-PP	O	
water	water	NN	B-NP	O	
repulsion	repulsion	NN	I-NP	O	
and	and	CC	O	O	
thermoregulation	thermoregulation	NN	B-NP	O	
due	due	JJ	B-ADJP	O	
to	to	TO	B-PP	O	
decreased	decrease	VBN	B-NP	O	
production	production	NN	I-NP	O	
of	of	IN	B-PP	O	
sebaceous	sebaceous	JJ	B-NP	O	
lipids	lipid	NNS	I-NP	O	
.	.	.	O	O	
High	High	JJ	B-NP	O	
levels	level	NNS	I-NP	O	
of	of	IN	B-PP	O	
MC5-R	MC5-R	NN	B-NP	B-protein	
was	be	VBD	B-VP	O	
found	find	VBN	I-VP	O	
in	in	IN	B-PP	O	
multiple	multiple	JJ	B-NP	O	
exocrine	exocrine	JJ	I-NP	O	
tissues	tissue	NNS	I-NP	O	
,	,	,	O	O	
including	include	VBG	B-PP	O	
Harderian	Harderian	JJ	B-NP	O	
,	,	,	I-NP	O	
preputial	preputial	JJ	I-NP	O	
,	,	,	I-NP	O	
lacrimal	lacrimal	JJ	I-NP	O	
,	,	,	O	O	
and	and	CC	O	O	
sebaceous	sebaceous	JJ	B-NP	O	
glands	gland	NNS	I-NP	O	
,	,	,	O	O	
and	and	CC	O	O	
was	be	VBD	B-VP	O	
also	also	RB	I-VP	O	
shown	show	VBN	I-VP	O	
to	to	TO	I-VP	O	
be	be	VB	I-VP	O	
required	require	VBN	I-VP	O	
for	for	IN	B-PP	O	
production	production	NN	B-NP	O	
and	and	CC	O	O	
stress-regulated	stress-regulated	JJ	B-NP	O	
synthesis	synthesis	NN	I-NP	O	
of	of	IN	B-PP	O	
porphyrins	porphyrin	NNS	B-NP	O	
by	by	IN	B-PP	O	
the	the	DT	B-NP	O	
Harderian	Harderian	JJ	I-NP	O	
gland	gland	NN	I-NP	O	
and	and	CC	O	O	
ACTH/MSH-regulated	ACTH/MSH-regulated	JJ	B-NP	O	
protein	protein	NN	I-NP	O	
secretion	secretion	NN	I-NP	O	
by	by	IN	B-PP	O	
the	the	DT	B-NP	O	
lacrimal	lacrimal	JJ	I-NP	O	
gland	gland	NN	I-NP	O	
.	.	.	O	O	
These	These	DT	B-NP	O	
data	datum	NNS	I-NP	O	
show	show	VBP	B-VP	O	
a	a	DT	B-NP	O	
requirement	requirement	NN	I-NP	O	
for	for	IN	B-PP	O	
the	the	DT	B-NP	O	
MC5-R	MC5-R	NN	I-NP	B-protein	
in	in	IN	B-PP	O	
multiple	multiple	JJ	B-NP	O	
exocrine	exocrine	JJ	I-NP	O	
glands	gland	NNS	I-NP	O	
for	for	IN	B-PP	O	
the	the	DT	B-NP	O	
production	production	NN	I-NP	O	
of	of	IN	B-PP	O	
numerous	numerous	JJ	B-NP	O	
products	product	NNS	I-NP	O	
,	,	,	O	O	
indicative	indicative	JJ	B-ADJP	O	
of	of	IN	B-PP	O	
a	a	DT	B-NP	O	
coordinated	coordinate	VBN	I-NP	O	
system	system	NN	I-NP	O	
for	for	IN	B-PP	O	
regulation	regulation	NN	B-NP	O	
of	of	IN	B-PP	O	
exocrine	exocrine	JJ	B-NP	O	
gland	gland	NN	I-NP	O	
function	function	NN	I-NP	O	
by	by	IN	B-PP	O	
melanocortin	melanocortin	NN	B-NP	O	
peptides	peptide	NNS	I-NP	O	
.	.	.	O	O	
Neuropilin-1	Neuropilin-1	NN	B-NP	B-protein	
and	and	CC	I-NP	O	
neuropilin-2	neuropilin-2	NN	I-NP	B-protein	
show	show	VBP	B-VP	O	
specificity	specificity	NN	B-NP	O	
in	in	IN	B-PP	O	
binding	binding	NN	B-NP	O	
to	to	TO	B-PP	O	
different	different	JJ	B-NP	O	
class	class	NN	I-NP	B-protein	Mention 272	
III	III	CD	B-NP	I-protein	
semaphorins	semaphorin	NNS	I-NP	I-protein	
,	,	,	O	O	
including	include	VBG	B-PP	O	
Sema	Sema	NN	B-NP	B-protein	Mention 273	
III	III	CD	I-NP	I-protein	
,	,	,	O	O	
Sema	Sema	NNP	B-NP	O	
E	E	NNP	I-NP	O	
,	,	,	O	O	
and	and	CC	O	O	
Sema	Sema	NN	B-NP	B-protein	
IV	IV	CD	I-NP	I-protein	
,	,	,	O	O	
suggesting	suggest	VBG	B-VP	O	
that	that	IN	B-SBAR	O	
the	the	DT	B-NP	O	
specificity	specificity	NN	I-NP	O	
of	of	IN	B-PP	O	
action	action	NN	B-NP	O	
of	of	IN	B-PP	O	
these	these	DT	B-NP	O	Mention 274	
semaphorins	semaphorin	NNS	I-NP	O	
is	be	VBZ	B-VP	O	
dictated	dictate	VBN	I-VP	O	
by	by	IN	B-PP	O	
the	the	DT	B-NP	O	
complement	complement	NN	I-NP	O	
